URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2036,https://insights.blackcoffer.com/automate-the-data-management-process/,26.0,10,0.44444443209876583,0.07407407392165828,9.72,28.600823045267486,15.328329218106996,17.9,139.0,486.0,1.8930041152263375,2.0,7.117283950617284
bctech2037,https://insights.blackcoffer.com/realtime-kibana-dashboard-for-a-financial-tech-firm/,17.0,14,0.09677419042663901,0.06163021856534748,17.344827586206897,29.22465208747515,18.62779186947282,34.13793103448276,147.0,503.0,2.0795228628230618,13.0,7.3757455268389664
bctech2038,https://insights.blackcoffer.com/data-management-etl-and-data-automation/,8.0,0,0.9999998750000157,0.037209302152514875,11.944444444444445,22.325581395348838,13.708010335917315,24.5,48.0,215.0,1.697674418604651,7.0,7.362790697674418
bctech2039,https://insights.blackcoffer.com/data-management-egeas/,4.0,0,0.9999997500000625,0.027586206706302022,11.153846153846153,22.06896551724138,13.289124668435015,21.846153846153847,32.0,145.0,1.710344827586207,5.0,6.9655172413793105
bctech2040,https://insights.blackcoffer.com/design-and-develop-powershell-script/,3.0,1,0.49999987500003124,0.018779342634838766,106.5,30.046948356807512,54.61877934272301,186.5,64.0,213.0,1.9295774647887325,13.0,7.037558685446009
bctech2041,https://insights.blackcoffer.com/design-and-develop-jenkins-shared-library/,3.0,2,0.199999960000008,0.04464285674426021,56.0,15.178571428571427,28.471428571428575,100.5,17.0,112.0,1.5714285714285714,9.0,6.6875
bctech2042,https://insights.blackcoffer.com/design-and-develop-retool-app-for-wholecell-io-and-asana-data-using-their-apis/,4.0,2,0.33333327777778704,0.04225352082920056,47.333333333333336,26.76056338028169,29.63755868544601,86.33333333333333,38.0,142.0,2.0,6.0,6.795774647887324
bctech2043,https://insights.blackcoffer.com/design-and-develop-a-retool-app-that-will-show-stock-and-crypto-related-information-using-iex-api/,4.0,1,0.599999880000024,0.02688172028558215,62.0,22.043010752688172,33.61720430107527,103.33333333333333,41.0,186.0,1.7419354838709677,2.0,6.521505376344086
bctech2044,https://insights.blackcoffer.com/crm-monday-com-make-com-to-data-warehouse-to-klipfolio-dashboard/,8.0,2,0.599999940000006,0.03891050568517313,10.28,32.68482490272373,17.185929961089496,16.56,84.0,257.0,2.501945525291829,6.0,9.607003891050583
bctech2045,https://insights.blackcoffer.com/ner-task-using-bert-with-data-in-xml-format/,5.0,4,0.11111109876543349,0.042857142653061224,11.052631578947368,27.61904761904762,15.468671679197996,21.05263157894737,58.0,210.0,1.9761904761904763,7.0,7.280952380952381
bctech2046,https://insights.blackcoffer.com/qualtrics-api-integration-using-python/,4.0,1,0.599999880000024,0.03225806430801249,11.923076923076923,23.870967741935484,14.317617866004964,19.923076923076923,37.0,155.0,1.8838709677419354,5.0,7.04516129032258
bctech2047,https://insights.blackcoffer.com/design-and-develop-mlops-framework-for-data-centric-ai/,8.0,2,0.599999940000006,0.03906249984741211,28.444444444444443,34.375,25.12777777777778,47.55555555555556,88.0,256.0,2.1171875,1.0,7.078125
bctech2048,https://insights.blackcoffer.com/nlp-based-approach-for-data-transformation/,4.0,2,0.33333327777778704,0.044776119068834934,22.333333333333332,27.611940298507463,19.97810945273632,41.5,37.0,134.0,1.8134328358208955,2.0,7.0
bctech2049,https://insights.blackcoffer.com/an-etl-tool-to-pull-data-from-shiphero-to-google-bigquery-data-warehouse/,6.0,4,0.19999998000000202,0.03802281354363949,17.533333333333335,28.13688212927757,18.268086185044364,33.266666666666666,74.0,263.0,1.973384030418251,9.0,6.984790874524715
bctech2050,https://insights.blackcoffer.com/plaid-financial-analytics-a-data-driven-dashboard-to-generate-insights/,6.0,1,0.7142856122449125,0.03703703684107388,18.9,29.100529100529098,19.200211640211638,35.8,55.0,189.0,2.0846560846560847,2.0,7.365079365079365
bctech2051,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,15.0,3,0.6666666296296316,0.0487804876726816,20.5,35.50135501355013,22.400542005420053,36.22222222222222,131.0,369.0,2.111111111111111,4.0,7.260162601626016
bctech2052,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,13.0,2,0.7333332844444478,0.07936507894515832,10.5,23.28042328042328,13.512169312169313,21.27777777777778,44.0,189.0,1.8465608465608465,8.0,6.582010582010582
bctech2053,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,7.0,1,0.7499999062500118,0.0380952379138322,11.666666666666666,28.095238095238095,15.904761904761905,21.444444444444443,59.0,210.0,2.2,13.0,8.123809523809523
bctech2054,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,11.0,3,0.5714285306122479,0.07216494808162398,8.083333333333334,22.164948453608247,12.099312714776634,17.416666666666668,43.0,194.0,1.7731958762886597,16.0,6.469072164948454
bctech2055,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,15.0,6,0.4285714081632663,0.08786610841897026,8.851851851851851,28.03347280334728,14.754129862079651,17.77777777777778,67.0,239.0,1.8158995815899581,6.0,6.7322175732217575
bctech2056,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,22.0,9,0.4193548251821024,0.050819672047836606,10.0,30.0,16.0,18.295081967213115,183.0,610.0,1.8524590163934427,4.0,7.336065573770492
bctech2057,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,9.0,6,0.19999998666666757,0.05208333315248843,16.941176470588236,22.22222222222222,15.665359477124184,25.647058823529413,64.0,288.0,1.7465277777777777,1.0,6.9375
bctech2058,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,13.0,5,0.4444444197530878,0.044444444334705076,45.0,26.666666666666668,28.66666666666667,66.66666666666667,108.0,405.0,1.94320987654321,1.0,7.649382716049383
bctech2059,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,10.0,12,-0.09090908677685969,0.10891089054994608,25.25,28.217821782178216,21.387128712871288,44.875,57.0,202.0,2.0445544554455446,2.0,7.514851485148514
bctech2060,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,7.0,2,0.5555554938271674,0.04411764684256055,34.0,28.921568627450984,25.168627450980395,53.833333333333336,59.0,204.0,1.9019607843137254,1.0,6.946078431372549
bctech2061,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,7.0,4,0.2727272479338866,0.02956989239362932,12.0,24.462365591397848,14.58494623655914,21.903225806451612,91.0,372.0,1.6666666666666667,29.0,7.096774193548387
bctech2062,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,11.0,4,0.46666663555555765,0.053380782728182266,12.217391304347826,23.843416370106763,14.424323069781835,24.52173913043478,67.0,281.0,1.8647686832740213,18.0,6.523131672597865
bctech2063,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,5.0,10,-0.3333333111111126,0.05172413775267539,9.35483870967742,23.103448275862068,12.983314794215795,19.032258064516128,67.0,290.0,1.7206896551724138,26.0,6.289655172413793
bctech2064,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,3.0,1,0.49999987500003124,0.017543859572176055,8.142857142857142,34.21052631578947,16.941353383458647,15.428571428571429,78.0,228.0,2.039473684210526,8.0,7.131578947368421
bctech2065,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,8.0,3,0.4545454132231443,0.04661016929402471,16.857142857142858,24.152542372881356,16.403874092009687,30.142857142857142,57.0,236.0,1.6271186440677967,4.0,6.9576271186440675
bctech2066,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,10.0,7,0.17647057785467188,0.12686567069503232,19.142857142857142,29.850746268656714,19.597441364605544,34.42857142857143,40.0,134.0,1.9104477611940298,3.0,7.485074626865671
bctech2067,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,13.0,5,0.4444444197530878,0.07563025178306616,11.9,24.369747899159663,14.507899159663864,24.75,58.0,238.0,1.6512605042016806,12.0,6.9789915966386555
bctech2068,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,10.0,3,0.5384614970414233,0.062499999699519235,9.454545454545455,27.403846153846157,14.743356643356647,18.227272727272727,57.0,208.0,1.8701923076923077,9.0,7.091346153846154
bctech2069,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,5.0,4,0.11111109876543349,0.0666666661728395,13.5,37.03703703703704,20.214814814814815,22.6,50.0,135.0,2.051851851851852,1.0,7.385185185185185
bctech2070,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,4.0,1,0.599999880000024,0.060975609012492576,16.4,29.268292682926827,18.26731707317073,26.8,24.0,82.0,1.8658536585365855,2.0,7.2073170731707314
bctech2071,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,4.0,8,-0.3333333055555579,0.10256410168748631,13.0,29.914529914529915,17.165811965811965,21.22222222222222,35.0,117.0,1.9487179487179487,1.0,7.3418803418803416
bctech2072,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,6.0,4,0.19999998000000202,0.07999999936,15.625,29.599999999999998,18.09,27.125,37.0,125.0,2.048,3.0,7.44
bctech2073,https://insights.blackcoffer.com/handgun-detection-using-yolo/,4.0,1,0.599999880000024,0.05208333279079862,19.2,31.25,20.180000000000003,29.4,30.0,96.0,1.8333333333333333,2.0,7.635416666666667
bctech2074,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,4.0,8,-0.3333333055555579,0.08571428510204082,10.76923076923077,33.57142857142857,17.736263736263737,17.615384615384617,47.0,140.0,2.0214285714285714,4.0,7.371428571428571
bctech2075,https://insights.blackcoffer.com/car-detection-in-satellite-images/,9.0,0,0.9999998888889013,0.044776119180218316,10.578947368421053,25.870646766169152,14.579837653836083,20.68421052631579,52.0,201.0,1.8805970149253732,11.0,7.398009950248756
bctech2076,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,13.0,3,0.6249999609375024,0.06694560641445353,11.380952380952381,30.125523012552303,16.602590157401874,20.857142857142858,72.0,239.0,2.00836820083682,15.0,7.694560669456067
bctech2077,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,7.0,4,0.2727272479338866,0.04182509489800344,13.15,32.69961977186312,18.33984790874525,23.3,86.0,263.0,1.9125475285171103,12.0,6.783269961977187
bctech2078,https://insights.blackcoffer.com/data-transformation/,20.0,12,0.24999999218750027,0.11895910736446429,11.208333333333334,24.1635687732342,14.148760842627013,21.125,65.0,269.0,1.9219330855018588,12.0,6.87360594795539
bctech2079,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,7.0,1,0.7499999062500118,0.034334763801138354,12.263157894736842,30.472103004291846,17.094104359611475,20.63157894736842,71.0,233.0,2.0858369098712446,14.0,7.394849785407725
bctech2080,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,9.0,0,0.9999998888889013,0.04545454522497704,16.5,25.757575757575758,16.903030303030302,27.083333333333332,51.0,198.0,1.8333333333333333,6.0,7.398989898989899
bctech2081,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,24.0,6,0.5999999800000007,0.05514705872215614,14.702702702702704,32.720588235294116,18.969316375198726,22.783783783783782,178.0,544.0,1.9852941176470589,6.0,7.176470588235294
bctech2082,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,7.0,8,-0.06666666222222252,0.06607929486308681,17.46153846153846,26.431718061674008,17.55730260928499,34.46153846153846,60.0,227.0,1.9383259911894273,6.0,6.845814977973569
bctech2083,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,5.0,1,0.6666665555555741,0.028985507106350207,11.5,32.367149758454104,17.54685990338164,20.055555555555557,67.0,207.0,2.1642512077294684,1.0,7.570048309178744
bctech2084,https://insights.blackcoffer.com/trading-bot-for-forex/,2.0,3,-0.199999960000008,0.03846153816568048,43.333333333333336,19.230769230769234,25.02564102564103,74.66666666666667,25.0,130.0,1.7153846153846153,1.0,6.107692307692307
bctech2085,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,7.0,3,0.39999996000000404,0.04999999975,14.285714285714286,30.0,17.714285714285715,31.214285714285715,60.0,200.0,2.03,5.0,7.18
bctech2086,https://insights.blackcoffer.com/medical-classification/,4.0,4,0.0,0.03375527411917606,16.928571428571427,26.582278481012654,17.404339963833632,28.214285714285715,63.0,237.0,1.8481012658227849,7.0,6.763713080168777
bctech2087,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,1.0,2,-0.33333322222225925,0.015957446723630603,17.09090909090909,19.680851063829788,14.708704061895553,30.90909090909091,37.0,188.0,1.6702127659574468,11.0,7.079787234042553
bctech2088,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,6.0,16,-0.4545454338842984,0.12716762932273046,14.416666666666666,38.15028901734104,21.026782273603082,24.166666666666668,66.0,173.0,2.098265895953757,10.0,7.358381502890174
bctech2089,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,1.0,2,-0.33333322222225925,0.014492753553175104,12.9375,20.28985507246377,13.290942028985507,24.5,42.0,207.0,1.8695652173913044,14.0,6.811594202898551
bctech2090,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,3.0,1,0.49999987500003124,0.013605442130593734,36.75,32.31292517006803,27.625170068027213,64.5,95.0,294.0,1.9421768707482994,0.0,7.227891156462585
bctech2091,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,3.0,3,0.0,0.028037383046554284,12.588235294117647,31.308411214953267,17.558658603628366,26.941176470588236,67.0,214.0,2.014018691588785,0.0,7.710280373831775
bctech2092,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,8.0,1,0.7777776913580343,0.0703124994506836,32.0,23.4375,22.175,56.5,30.0,128.0,1.875,1.0,7.4765625
bctech2093,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,5.0,5,0.0,0.05494505464315904,10.11111111111111,28.021978021978022,15.253235653235652,17.77777777777778,51.0,182.0,1.8461538461538463,1.0,7.252747252747253
bctech2094,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,10.0,2,0.6666666111111158,0.059405940299970594,15.538461538461538,25.742574257425744,16.512414318354914,25.76923076923077,52.0,202.0,1.8366336633663367,0.0,7.0495049504950495
bctech2095,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,1.0,0,0.9999990000010001,0.006134969287515526,20.375,25.153374233128833,18.21134969325153,32.75,41.0,163.0,1.9570552147239264,0.0,7.134969325153374
bctech2096,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,6.0,0,0.9999998333333611,0.04511278161569337,66.5,18.796992481203006,34.1187969924812,121.0,25.0,133.0,1.6842105263157894,3.0,6.43609022556391
bctech2097,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,2.0,3,-0.199999960000008,0.025906735617063546,11.352941176470589,29.533678756476682,16.35464797317891,19.88235294117647,57.0,193.0,1.994818652849741,0.0,7.4404145077720205
bctech2098,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,3.0,1,0.49999987500003124,0.016129032193028095,11.80952380952381,35.08064516129033,18.756067588325656,20.80952380952381,87.0,248.0,2.0846774193548385,5.0,7.383064516129032
bctech2099,https://insights.blackcoffer.com/web-data-connector/,1.0,0,0.9999990000010001,0.0041493775761436615,11.476190476190476,31.12033195020747,17.038608970559178,20.666666666666668,75.0,241.0,1.962655601659751,3.0,7.029045643153527
bctech2100,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,8.0,1,0.7777776913580343,0.052631578639581414,57.0,18.71345029239766,30.28538011695906,101.66666666666667,32.0,171.0,1.847953216374269,4.0,6.245614035087719
bctech2101,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,4.0,5,-0.11111109876543349,0.04891304321242911,61.333333333333336,23.369565217391305,33.881159420289855,113.66666666666667,43.0,184.0,1.9021739130434783,3.0,7.092391304347826
bctech2102,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,19.0,2,0.8095237709750585,0.038112522616855674,13.775,39.7459165154265,21.408366606170603,25.75,219.0,551.0,2.1506352087114338,3.0,7.228675136116152
bctech2103,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,22.0,1,0.9130434385633287,0.04020979013949338,13.30232558139535,35.48951048951049,19.516734428362337,25.046511627906977,203.0,572.0,2.0926573426573425,2.0,7.0227272727272725
bctech2104,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,2.0,3,-0.199999960000008,0.03086419734034446,18.0,34.5679012345679,21.02716049382716,28.11111111111111,56.0,162.0,2.0555555555555554,1.0,7.3765432098765435
bctech2105,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,6.0,2,0.4999999375000079,0.0399999998,11.764705882352942,25.0,14.705882352941178,23.529411764705884,50.0,200.0,1.835,3.0,6.695
bctech2106,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,6.0,3,0.33333329629630043,0.06569343017742021,13.7,27.00729927007299,16.282919708029198,23.9,37.0,137.0,1.9197080291970803,2.0,7.562043795620438
bctech2107,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,4.0,4,0.0,0.039800994826860725,15.461538461538462,23.88059701492537,15.736854190585532,29.153846153846153,48.0,201.0,1.8059701492537314,1.0,7.024875621890548
bctech2108,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,2.0,1,0.33333322222225925,0.02290076318396364,13.1,37.404580152671755,20.201832061068703,24.1,49.0,131.0,2.2213740458015265,4.0,7.854961832061068
bctech2109,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,7.0,1,0.7499999062500118,0.030418250834911596,17.533333333333335,37.26235741444867,21.918276299112804,33.46666666666667,98.0,263.0,2.2281368821292777,5.0,7.961977186311787
bctech2110,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,1.0,0,0.9999990000010001,0.006756756711102995,9.25,27.027027027027028,14.510810810810813,15.625,40.0,148.0,2.1283783783783785,8.0,6.898648648648648
bctech2111,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,4.0,3,0.1428571224489825,0.03571428553206997,11.529411764705882,22.448979591836736,13.591356542617048,21.529411764705884,44.0,196.0,1.7295918367346939,8.0,6.479591836734694
bctech2112,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,1.0,2,-0.33333322222225925,0.0187499998828125,17.77777777777778,33.125,20.361111111111114,29.22222222222222,53.0,160.0,2.0625,5.0,7.2625
bctech2113,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,3.0,6,-0.33333329629630043,0.033333333209876546,18.0,31.851851851851855,19.940740740740743,29.733333333333334,86.0,270.0,2.0407407407407407,10.0,6.951851851851852
bctech2114,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,4.0,0,0.9999997500000625,0.029629629410150893,19.285714285714285,23.703703703703706,17.195767195767196,34.714285714285715,32.0,135.0,1.8666666666666667,2.0,6.933333333333334
bctech2115,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,37.0,5,0.7619047437641728,0.08433734922823825,11.318181818181818,27.309236947791167,15.450967506389194,21.40909090909091,136.0,498.0,1.9076305220883534,4.0,6.957831325301205
